Token,Adapted,EngCategory,POS,NE
neofascistas,_,_,ADJ,O
plena,_,_,ADJ,O
campaña,_,_,NOUN,O
electoral,_,_,ADJ,O
vista,_,_,NOUN,O
elecciones,_,_,NOUN,O
renovar,_,_,VERB,O
Parlamento,_,_,PROPN,B
4,_,_,NUM,O
marzo,_,_,NOUN,O
próximo,_,_,ADJ,O
próximo,_,_,ADJ,I
según,_,_,ADP,O
según,_,_,ADP,B
sondeos,_,_,NOUN,O
ganará,_,_,VERB,O
alianza,_,_,NOUN,O
auspiciada,_,_,ADJ,O
ex,_,_,ADJ,O
primer,_,_,ADJ,O
ministro,_,_,NOUN,O
Silvio,_,_,PROPN,B
Berlusconi,_,_,PROPN,I
participa,_,_,VERB,O
xenófoba,_,_,NOUN,O
Liga,_,_,PROPN,B
Liga,_,_,PROPN,I
Norte,_,_,PROPN,I
números,_,_,NOUN,O
necesarios,_,_,ADJ,O
formar,_,_,VERB,O
gobierno,_,_,NOUN,O
además,_,_,ADV,I
además,_,_,ADV,O
día,_,_,NOUN,O
quedara,_,_,VERB,O
conmovida,_,_,ADJ,O
ataque,_,_,NOUN,O
xenófobo,_,_,PROPN,O
ciudad,_,_,NOUN,O
Macerata,_,_,PROPN,B
Allí,_,_,ADV,B
Luca,_,_,PROPN,B
Traini,_,_,PROPN,I
Traini,_,_,PROPN,B
sábado,_,_,NOUN,O
pasado,_,_,ADJ,O
pasado,_,_,NOUN,O
desde,_,_,ADP,O
auto,_,_,NOUN,O
extranjeros,_,_,ADJ,O
;,_,_,PUNCT,O
hirió,_,_,VERB,O
seis,_,_,NUM,O
africanos,_,_,NOUN,O
africanos,_,_,ADJ,O
Antes,_,_,ADV,O
Antes,_,_,ADV,B
detenido,_,_,VERB,O
policía,_,_,NOUN,O
envuelto,_,_,NOUN,O
bandera,_,_,NOUN,O
tricolor,_,_,ADJ,O
saludo,_,_,NOUN,O
gritó,_,_,VERB,O
¡,_,_,PUNCT,B
Viva,_,_,PROPN,I
!,_,_,PUNCT,I
Ligado,_,_,ADJ,B
excandidato,_,_,NOUN,I
municipal,_,_,ADJ,I
actuó,_,_,VERB,O
vengarse,_,_,NOUN,O
nigeriano,_,_,NOUN,O
presunto,_,_,ADJ,O
autor,_,_,NOUN,O
asesinato,_,_,NOUN,O
chica,_,_,NOUN,O
chica,_,_,ADJ,O
18,_,_,NUM,O
apareció,_,_,VERB,O
descuartizada,_,_,ADJ,O
valijas,_,_,NOUN,O
campiña,_,_,NOUN,O
zona,_,_,NOUN,O
convirtió,_,_,VERB,O
suerte,_,_,NOUN,O
suerte,_,_,NOUN,I
justiciero,_,_,ADJ,O
esa,_,_,DET,O
esa,_,_,DET,I
últimos,_,_,ADJ,O
últimos,_,_,ADJ,I
ido,_,_,AUX,O
ido,_,_,VERB,O
incubando,_,_,VERB,O
rabia,_,_,NOUN,O
rabia,_,_,ADJ,O
sentimientos,_,_,NOUN,O
racistas,_,_,ADJ,O
oleada,_,_,NOUN,O
migratoria,_,_,ADJ,O
Estamos,_,_,AUX,O
Estamos,_,_,AUX,B
umbral,_,_,NOUN,O
estación,_,_,NOUN,O
estación,_,_,NOUN,I
neofascista,_,_,ADJ,O
tonos,_,_,NOUN,O
actitudes,_,_,NOUN,O
política,_,_,NOUN,O
política,_,_,ADJ,O
debe,_,_,AUX,O
debe,_,_,VERB,O
denunciarlo,_,_,VERB,O
advirtió,_,_,VERB,O
Graziano,_,_,PROPN,B
Delrio,_,_,PROPN,I
Infraestructura,_,_,PROPN,B
Paolo,_,_,PROPN,B
Gentiloni,_,_,PROPN,I
histórico,_,_,ADJ,O
tragedia,_,_,NOUN,O
vergüenza,_,_,NOUN,O
desastre,_,_,NOUN,O
guerra,_,_,NOUN,O
guerra,_,_,NOUN,B
volver,_,_,VERB,O
volver,_,_,AUX,O
ideología,_,_,NOUN,O
totalmente,_,_,ADV,O
derrotada,_,_,ADJ,O
Quien,_,_,PRON,B
justifica,_,_,VERB,I
episodios,_,_,NOUN,I
abre,_,_,VERB,O
puertas,_,_,NOUN,O
retorno,_,_,NOUN,O
alertó,_,_,VERB,O
entrevista,_,_,NOUN,O
Repubblica,_,_,PROPN,I
gobernó,_,_,VERB,O
durante,_,_,ADP,O
20,_,_,NUM,O
partir,_,_,NOUN,O
1922,_,_,NOUN,O
asoma,_,_,VERB,O
cambiada,_,_,ADJ,O
superficial,_,_,ADJ,O
pesadilla,_,_,NOUN,O
Había,_,_,AUX,O
Había,_,_,AUX,B
analfabetas,_,_,VERB,O
analfabetas,_,_,AUX,O
época,_,_,NOUN,O
sigue,_,_,AUX,O
habiendo,_,_,AUX,O
Ve,_,_,VERB,B
turistas,_,_,NOUN,I
romanos,_,_,NOUN,I
paseando,_,_,VERB,O
ojotas,_,_,NOUN,O
bermudas,_,_,ADJ,O
disgustado,_,_,ADJ,O
Chancletas,_,_,PROPN,B
pantorrillas,_,_,NOUN,O
desnudas,_,_,ADJ,O
Estoy,_,_,VERB,B
Estoy,_,_,AUX,O
Addis,_,_,PROPN,I
Abeba,_,_,PROPN,I
Dónde,_,_,PRON,B
terminó,_,_,VERB,O
Imperio,_,_,PROPN,B
Cuando,_,_,SCONJ,O
Cuando,_,_,SCONJ,B
intentan,_,_,VERB,O
explicarle,_,_,PRON,O
cómo,_,_,PRON,O
cómo,_,_,PRON,I
funciona,_,_,VERB,O
Internet,false,Insertion,PROPN,B
Internet,false,Insertion,PROPN,I
Internet,_,_,PROPN,B
Internet,_,_,PROPN,I
frente,_,_,NOUN,O
frente,_,_,ADV,O
computadora,_,_,NOUN,O
queja,_,_,VERB,O
anglicismos,_,_,NOUN,O
anglicismos,_,_,NOUN,I
lengua,_,_,NOUN,O
Mouse,false,Insertion,PROPN,B
llaman,_,_,VERB,O
simplemente,_,_,ADV,O
ratón,_,_,NOUN,O
espantado,_,_,ADJ,O
Mi,_,_,DET,O
quien,_,_,PRON,O
queríamos,_,_,VERB,O
juzgar,_,_,VERB,O
sino,_,_,CONJ,O
hoy,_,_,ADV,O
Miniero,_,_,PROPN,I
Miniero,_,_,PROPN,B
director,_,_,NOUN,O
uno,_,_,PRON,O
uno,_,_,PRON,I
ríe,_,_,ADV,O
avergüenza,_,_,VERB,O
nos,_,_,PRON,O
nos,_,_,PRON,I
alien,false,Insertion,NOUN,O
miedo,_,_,NOUN,O
hacer,_,_,AUX,O
hacer,_,_,VERB,O
poder,_,_,NOUN,O
poder,_,_,AUX,O
nosotros,_,_,PRON,O
forma,_,_,VERB,O
forma,_,_,NOUN,O
nuestro,_,_,DET,O
nuestro,_,_,DET,B
paisaje,_,_,NOUN,O
moral,_,_,ADJ,O
Además,_,_,ADV,B
distantes,_,_,ADJ,O
figura,_,_,NOUN,O
dictador,_,_,NOUN,O
alemanes,_,_,NOUN,O
puntualiza,_,_,VERB,O
imaginó,_,_,VERB,O
estrenarí,_,_,VERB,O
período,_,_,NOUN,O
rojo,_,_,NOUN,O
vivo,_,_,ADJ,O
tendría,_,_,VERB,O
semejante,_,_,DET,O
repercusión,_,_,NOUN,O
sé,_,_,VERB,O
listos,_,_,ADJ,O
populismo,_,_,NOUN,O
espero,_,_,VERB,I
haga,_,_,VERB,I
haga,_,_,VERB,O
reflexionar,_,_,VERB,I
ARTICLE0010,_,_,PROPN,B
boom,_,_,NOUN,I
boom,_,_,NOUN,O
glamping,_,_,NOUN,I
glamping,_,_,NOUN,O
glamping,false,Insertion,NOUN,I
glamping,false,Insertion,NOUN,O
acapara,_,_,VERB,O
Esta,_,_,DET,B
Esta,_,_,PRON,B
modalidad,_,_,NOUN,I
modalidad,_,_,NOUN,O
alojamiento,_,_,NOUN,I
alojamiento,_,_,NOUN,O
nace,_,_,VERB,O
unión,_,_,PROPN,O
unión,_,_,NOUN,O
camping,_,_,NOUN,O
camping,_,_,NOUN,I
camping,false,Insertion,NOUN,O
camping,false,Insertion,NOUN,I
glamour,_,_,PROPN,O
glamour,_,_,ADJ,O
glamour,false,Insertion,PROPN,O
glamour,false,Insertion,ADJ,O
redefine,_,_,VERB,O
vacaciones,_,_,NOUN,O
naturales,_,_,ADJ,O
Uno,_,_,PRON,B
domos,_,_,NOUN,I
Craftycamping,false,Named Entity,PROPN,B
región,_,_,NOUN,O
inglesa,_,_,ADJ,O
Dorset,_,_,PROPN,B
Crédito,_,_,PROPN,I
Crédito,_,_,NOUN,B
Gentileza,_,_,PROPN,B
Crafty,false[2],Named Entity[2],PROPN,I
Camping,false[2],Named Entity[2],PROPN,I
LONDRES,_,_,PROPN,O
bolsa,_,_,NOUN,I
dormir,_,_,VERB,I
dormir,_,_,VERB,O
ni,_,_,CONJ,O
ni,_,_,CONJ,I
garrafa,_,_,PROPN,O
portátil,_,_,ADJ,O
cocinar,_,_,VERB,O
Se,_,_,PRON,B
Se,_,_,PRON,O
terminaron,_,_,VERB,I
horas,_,_,NOUN,I
horas,_,_,NOUN,O
ingenio,_,_,NOUN,I
desperdiciadas,_,_,ADJ,I
dilucidar,_,_,AUX,O
armar,_,_,VERB,O
carpa,_,_,NOUN,O
carpa,_,_,PROPN,O
carpa,_,_,ADJ,O
nueva,_,_,ADJ,O
manera,_,_,NOUN,O
manera,_,_,NOUN,I
experimentar,_,_,VERB,O
naturaleza,_,_,NOUN,O
popular,_,_,ADJ,O
popular,_,_,ADJ,I
entre,_,_,ADP,O
entre,_,_,ADP,I
británicos,_,_,NOUN,O
británicos,_,_,ADJ,O
Aunque,_,_,SCONJ,B
Aunque,_,_,SCONJ,O
esta,_,_,DET,I
esta,_,_,DET,O
novedad,_,_,NOUN,O
sí,_,_,PRON,O
sí,_,_,ADV,I
sí,_,_,ADV,O
interesante,_,_,ADJ,O
comenzó,_,_,VERB,O
comenzó,_,_,AUX,I
comenzó,_,_,VERB,I
transformarse,_,_,PROPN,O
transformarse,_,_,NOUN,O
algo,_,_,PRON,O
algo,_,_,ADV,O
masivo,_,_,ADJ,O
hábitos,_,_,NOUN,O
ponen,_,_,VERB,O
moda,_,_,NOUN,O
Gran,_,_,ADJ,B
Bretaña,_,_,PROPN,I
suelen,_,_,AUX,O
adoptarse,_,_,PROPN,O
luego,_,_,ADV,O
resto,_,_,NOUN,O
Europa,_,_,PROPN,B
Estas,_,_,DET,B
carpas,_,_,NOUN,O
boutique,_,_,PROPN,O
boutique,_,_,ADJ,O
apuntan,_,_,VERB,O
generar,_,_,VERB,O
experiencia,_,_,NOUN,O
inmersión,_,_,NOUN,O
total,_,_,ADJ,O
total,_,_,NOUN,O
comodidad,_,_,NOUN,O
hotel,_,_,NOUN,O
alta,_,_,ADJ,O
gama,_,_,NOUN,O
Las,_,_,PRON,B
Las,_,_,DET,B
Las,_,_,DET,O
casitas,_,_,NOUN,I
arriba,_,_,ADV,I
árboles,_,_,NOUN,I
cápsulas,_,_,NOUN,O
vidrio,_,_,NOUN,O
insertadas,_,_,ADJ,O
paisajes,_,_,NOUN,O
fastuosos,_,_,ADJ,O
iglús,_,_,NOUN,O
hielo,_,_,NOUN,O
terrazas,_,_,NOUN,O
preparadas,_,_,ADJ,O
bajo,_,_,ADP,O
bajo,_,_,ADP,I
estrellas,_,_,NOUN,O
quedan,_,_,VERB,I
atrás,_,_,ADV,I
tiendas,_,_,NOUN,O
inspiradas,_,_,ADJ,O
safaris,_,_,NOUN,O
África,_,_,PROPN,B
similares,_,_,ADJ,O
podrían,_,_,AUX,O
podrían,_,_,AUX,B
utilizar,_,_,VERB,O
beduinos,_,_,NOUN,O
Sahara,_,_,PROPN,B
Con,_,_,ADP,O
Con,_,_,ADP,B
familia,_,_,NOUN,O
hemos,_,_,AUX,O
varias,_,_,DET,O
varias,_,_,PRON,O
veces,_,_,NOUN,O
Martina,_,_,PROPN,B
Florez,_,_,PROPN,I
Argentina,_,_,PROPN,B
Argentina,_,_,PROPN,I
Argentina,_,_,PROPN,O
hijas,_,_,NOUN,O
vive,_,_,VERB,O
Londres,_,_,PROPN,B
Londres,_,_,PROPN,I
10,_,_,NUM,O
perfecto,_,_,ADJ,O
ir,_,_,VERB,O
ir,_,_,NOUN,I
vivís,_,_,NOUN,O
aventura,_,_,NOUN,O
cercanía,_,_,NOUN,O
ofrece,_,_,VERB,O
electricidad,_,_,NOUN,O
conexión,_,_,NOUN,O
todas,_,_,DET,O
todas,_,_,DET,I
comodidades,_,_,NOUN,O
Dormís,_,_,VERB,B
cama,_,_,NOUN,O
tenés,_,_,NOUN,O
tu,_,_,DET,O
propio,_,_,DET,O
baño,_,_,NOUN,O
agua,_,_,NOUN,O
caliente,_,_,ADJ,O
ventaja,_,_,NOUN,O
tener,_,_,AUX,O
tener,_,_,VERB,O
tener,_,_,VERB,I
desarmar,_,_,VERB,O
Pero,_,_,CONJ,B
Pero,_,_,CONJ,O
2.0,_,_,NUM,O
aún,_,_,ADV,O
prearmada,_,_,NOUN,O
han,_,_,AUX,O
agregado,_,_,VERB,O
king,_,_,PROPN,O
size,_,_,PROPN,O
ducha,_,_,NOUN,O
amenities,_,_,NOUN,I
encuentran,_,_,VERB,O
encuentran,_,_,VERB,I
lugares,_,_,NOUN,O
exceden,_,_,VERB,O
tradicional,_,_,ADJ,O
supuesto,_,_,NOUN,I
abundan,_,_,VERB,I
ideados,_,_,ADJ,O
única,_,_,ADJ,O
encantadora,_,_,ADJ,O
van,_,_,VERB,O
van,_,_,AUX,O
cocinas,_,_,NOUN,O
leña,_,_,PROPN,O
fin,_,_,NOUN,O
velas,_,_,NOUN,O
portavelas,_,_,NOUN,O
candelabros,_,_,NOUN,O
anglosajones,_,_,NOUN,O
pinches,_,_,ADJ,O
calentar,_,_,VERB,O
malvaviscos,_,_,ADJ,O
fogata,_,_,NOUN,O
adornos,_,_,NOUN,O
típicas,_,_,ADJ,O
estampas,_,_,NOUN,O
florales,_,_,ADJ,O
Cath,_,_,PROPN,B
Kidston,_,_,PROPN,I
olvidarnos,_,_,NOUN,O
tazas,_,_,NOUN,O
platos,_,_,NOUN,O
melamina,_,_,NOUN,O
infaltables,_,_,ADJ,O
huevos,_,_,NOUN,O
frescos,_,_,ADJ,O
buscar,_,_,VERB,O
gallinero,_,_,NOUN,O
mañana,_,_,NOUN,O
Hoy,_,_,ADV,B
Brexit,false,Named Entity,PROPN,B
Brexit,_,_,PROPN,B
libra,_,_,NOUN,O
débil,_,_,ADJ,O
dado,_,_,VERB,O
lugar,_,_,NOUN,O
este,_,_,DET,O
este,_,_,DET,I
estime,_,_,VERB,O
cifras,_,_,NOUN,O
oficiales,_,_,ADJ,O
record,_,_,NOUN,O
7.3,_,_,NUM,O
veraneando,_,_,VERB,O
isla,_,_,NOUN,O
cuales,_,_,PRON,O
espera,_,_,VERB,O
5.4,_,_,NUM,O
durmiendo,_,_,VERB,O
Para,_,_,ADP,B
Para,_,_,ADP,O
Para,_,_,ADP,I
glampinero,true,Insertion,NOUN,I
alternativa,_,_,NOUN,O
viajes,_,_,NOUN,O
Continental,_,_,PROPN,B
describe,_,_,VERB,O
reciente,_,_,ADJ,O
investigación,_,_,NOUN,O
Pragma,_,_,PROPN,B
Una,_,_,DET,O
Una,_,_,DET,B
Una,_,_,DET,I
conspicua,_,_,NOUN,O
franja,_,_,ADJ,O
veraneantes,_,_,PROPN,O
busca,_,_,NOUN,O
busca,_,_,VERB,O
busca,_,_,VERB,I
experiencias,_,_,NOUN,O
auténticas,_,_,ADJ,O
tiempos,_,_,NOUN,O
tiempos,_,_,NOUN,I
viaje,_,_,NOUN,O
cortos,_,_,ADJ,O
Un,_,_,DET,O
Un,_,_,DET,B
aspecto,_,_,NOUN,O
atrayendo,_,_,VERB,O
nuevo,_,_,ADJ,O
grupo,_,_,NOUN,O
vacacionar,_,_,VERB,O
aire,_,_,NOUN,O
aire,_,_,NOUN,I
libre,_,_,ADJ,O
libre,_,_,ADJ,I
consideró,_,_,VERB,O
hará,_,_,VERB,O
comenta,_,_,VERB,O
Sarah,_,_,PROPN,B
Riley,_,_,PROPN,I
Riley,_,_,PROPN,B
experta,_,_,NOUN,O
independiente,_,_,ADJ,O
asesora,_,_,VERB,O
emprendedores,_,_,NOUN,O
quieren,_,_,VERB,O
quieren,_,_,VERB,I
incursionar,_,_,VERB,O
industria,_,_,NOUN,O
originalidad,_,_,NOUN,O
propuesta,_,_,NOUN,O
propuesta,_,_,ADJ,O
formas,_,_,NOUN,O
tipis,false,Insertion,NOUN,O
iguales,_,_,ADJ,O
tantas,_,_,DET,O
visto,_,_,VERB,O
películas,_,_,NOUN,O
americanas,_,_,ADJ,O
cowboys,false,Insertion,PROPN,O
Boing,false[3],Named Entity[3],PROPN,B
767,false[3],Named Entity[3],NUM,I
retirado,_,_,ADJ,O
podemos,_,_,AUX,O
encontrar,_,_,VERB,O
Irlanda,_,_,PROPN,B
Esto,_,_,PRON,O
entusiasma,_,_,VERB,O
turista,true,Insertion,NOUN,O
turista,_,_,NOUN,O
quiera,_,_,VERB,O
Probablemente,_,_,ADV,O
extravagante,_,_,ADJ,O
remonte,_,_,ADV,O
1520,_,_,NUM,O
norte,_,_,NOUN,O
Francia,_,_,PROPN,B
motivo,_,_,NOUN,O
encuentro,_,_,NOUN,O
reyes,_,_,PROPN,I
Enrique,_,_,PROPN,B
VIII,_,_,PROPN,I
Francisco,_,_,PROPN,B
I,_,_,CONJ,I
montaron,_,_,VERB,O
cerca,_,_,ADV,O
3000,_,_,NUM,O
fuentes,_,_,NOUN,O
salían,_,_,VERB,O
borbotones,_,_,NOUN,O
litros,_,_,ADJ,O
litros,_,_,NOUN,O
incitante,_,_,ADJ,O
vino,_,_,NOUN,O
francés,_,_,ADJ,O
francés,_,_,NOUN,O
Garri,_,_,PROPN,B
Rayner,_,_,PROPN,I
fundador,_,_,NOUN,O
goglamping.net,_,_,PROPN,O
turismo,_,_,NOUN,O
creciendo,_,_,VERB,O
popularidad,_,_,NOUN,O
popularidad,_,_,NOUN,I
par,_,_,NOUN,O
par,_,_,NOUN,I
diversos,_,_,DET,O
festivales,_,_,NOUN,O
música,_,_,NOUN,O
célebres,_,_,ADJ,O
suele,_,_,AUX,O
suele,_,_,PROPN,O
pernoctar,_,_,VERB,O
ofrecen,_,_,VERB,O
caso,_,_,NOUN,I
caso,_,_,NOUN,O
María,_,_,PROPN,I
Códega,_,_,PROPN,I
ingeniera,_,_,NOUN,O
industrial,_,_,ADJ,O
36,_,_,NUM,O
consecutivas,_,_,ADJ,O
Glastonbury,_,_,PROPN,B
finalmente,_,_,ADV,O
optó,_,_,VERB,O
motorhome,false,Insertion,PROPN,O
concepto,_,_,NOUN,I
concepto,_,_,NOUN,O
Glamping,false,Insertion,PROPN,I
utilizarse,_,_,PROPN,O
aproximadamente,_,_,ADV,O
2005,_,_,NOUN,O
notable,_,_,ADJ,O
palabra,_,_,NOUN,O
sea,_,_,AUX,O
originalmente,_,_,ADV,O
refería,_,_,VERB,O
hechizo,_,_,NOUN,O
mágico,_,_,ADJ,O
afectaba,_,_,VERB,O
percepción,_,_,NOUN,O
visual,_,_,ADJ,O
u,_,_,CONJ,O
objeto,_,_,NOUN,O
percibidos,_,_,ADJ,O
diferente,_,_,ADJ,O
atractiva,_,_,ADJ,O
Tal,_,_,NOUN,O
simple,_,_,ADJ,O
vinculación,_,_,NOUN,O
creada,_,_,VERB,O
creada,_,_,ADJ,O
atraer,_,_,VERB,O
acercarse,_,_,PROPN,O
O,_,_,CONJ,O
O,_,_,CONJ,I
tal,_,_,NOUN,O
remita,_,_,VERB,O
nostalgia,_,_,NOUN,O
viejo,_,_,ADJ,O
éxito,_,_,NOUN,O
inventores,_,_,NOUN,O
marketing,_,_,NOUN,O
marketing,_,_,PROPN,O
marketing,false,Insertion,NOUN,O
marketing,false,Insertion,PROPN,O
multimillonaria,_,_,ADJ,O
logró,_,_,VERB,O
transformar,_,_,VERB,O
altas,_,_,ADJ,O
probabilidades,_,_,NOUN,O
lluvia,_,_,NOUN,O
atractivo,_,_,ADJ,O
atractivo,_,_,NOUN,O
ARTICLE0013,_,_,VERB,B
Populismo,_,_,PROPN,B
Populismo,_,_,PROPN,O
triunfo,_,_,NOUN,I
triunfo,_,_,NOUN,O
Donald,_,_,PROPN,I
Donald,_,_,PROPN,B
Trump,_,_,PROPN,I
Estados,_,_,PROPN,O
Estados,_,_,PROPN,I
Estados,_,_,PROPN,B
Unidos,_,_,PROPN,O
Unidos,_,_,PROPN,I
impulsó,_,_,VERB,O
acerca,_,_,ADV,O
Fuente,_,_,PROPN,B
Fuente,_,_,PROPN,I
Reuters,_,_,PROPN,I
Reuters,_,_,PROPN,B
Jonathan,_,_,PROPN,I
Ernst,_,_,PROPN,I
Fue,_,_,PROPN,O
elegida,_,_,ADJ,O
elegida,_,_,VERB,O
Fundación,_,_,PROPN,B
Fundación,_,_,PROPN,I
Español,_,_,PROPN,I
Urgente,_,_,PROPN,I
término,_,_,NOUN,O
marcó,_,_,VERB,O
informativa,_,_,ADJ,O
gracias,_,_,NOUN,O
promovida,_,_,ADJ,O
Agencia,_,_,PROPN,B
EFE,_,_,PROPN,I
BBVA,_,_,PROPN,B
BBVA,_,_,PROPN,I
cuarto,_,_,ADJ,I
consecutivo,_,_,ADJ,I
Fundéu,_,_,PROPN,B
Fundéu,_,_,PROPN,I
dio,_,_,VERB,O
conocer,_,_,NOUN,O
conocer,_,_,VERB,I
términos,_,_,NOUN,O
términos,_,_,ADJ,O
interés,_,_,NOUN,O
interés,_,_,NOUN,I
lingüístico,_,_,ADJ,O
Tras,_,_,ADP,B
Tras,_,_,ADP,O
elegir,_,_,VERB,I
elegir,_,_,VERB,O
escrache,_,_,PROPN,I
2013,_,_,NOUN,O
selfi,true,Insertion,NOUN,O
2014,_,_,NOUN,O
refugiado,_,_,ADJ,O
2015,_,_,NOUN,O
equipo,_,_,NOUN,O
optado,_,_,VERB,O
ocasión,_,_,NOUN,O
neutra,_,_,ADJ,O
cargando,_,_,VERB,O
connotaciones,_,_,NOUN,O
convertirse,_,_,PROPN,O
arma,_,_,NOUN,O
político,_,_,ADJ,O
Parecía,_,_,AUX,B
claro,_,_,ADJ,O
claro,_,_,ADV,O
éste,_,_,PRON,O
acontecimientos,_,_,NOUN,O
acontecimientos,_,_,NOUN,I
importancia,_,_,NOUN,O
global,_,_,ADJ,O
victoria,_,_,NOUN,O
diferentes,_,_,ADJ,O
diferentes,_,_,DET,O
procesos,_,_,NOUN,O
electorales,_,_,ADJ,O
plebiscitarios,_,_,NOUN,O
América,_,_,PROPN,B
España,_,_,PROPN,B
tenía,_,_,VERB,O
venir,_,_,VERB,O
venir,_,_,VERB,I
ámbito,_,_,NOUN,O
coordinador,_,_,NOUN,O
general,_,_,ADJ,O
general,_,_,NOUN,O
Javier,_,_,PROPN,B
Lascuráin,_,_,PROPN,I
Lascuráin,_,_,PROPN,B
doce,_,_,NUM,O
doce,_,_,NUM,I
candidatas,_,_,NOUN,O
anunciaron,_,_,VERB,O
días,_,_,NOUN,O
estaban,_,_,AUX,O
estaban,_,_,VERB,O
relacionadas,_,_,ADJ,O
sorpaso,_,_,NOUN,O
abstenciocracia,_,_,NOUN,O
posverdad,_,_,NOUN,O
ganadora,_,_,NOUN,O
Finalmente,_,_,ADV,O
decidido,_,_,VERB,O
lleva,_,_,VERB,O
algún,_,_,DET,O
algún,_,_,DET,I
tiempo,_,_,NOUN,O
centro,_,_,NOUN,O
centro,_,_,NOUN,I
viviendo,_,_,VERB,O
proceso,_,_,NOUN,O
ampliación,_,_,NOUN,O
cambio,_,_,NOUN,O
significado,_,_,NOUN,O
cargándose,_,_,NOUN,O
negativas,_,_,ADJ,O
evolución,_,_,NOUN,I
evolución,_,_,NOUN,O
posiblemente,_,_,ADV,O
acelerado,_,_,VERB,O
uso,_,_,NOUN,O
neutro,_,_,ADJ,O
populista,_,_,ADJ,O
tuvieron,_,_,VERB,O
significados,_,_,ADJ,O
significados,_,_,NOUN,O
próximos,_,_,ADJ,O
A,_,_,ADP,O
A,_,_,ADP,B
largo,_,_,NOUN,O
largo,_,_,ADJ,O
meses,_,_,NOUN,O
recibido,_,_,VERB,O
consultas,_,_,NOUN,O
real,_,_,ADJ,O
evidente,_,_,ADJ,O
medios,_,_,NOUN,O
va,_,_,VERB,O
va,_,_,AUX,I
va,_,_,AUX,O
defensa,_,_,NOUN,O
intereses,_,_,NOUN,O
populares,_,_,ADJ,O
mencionan,_,_,VERB,O
distintos,_,_,DET,O
matices,_,_,NOUN,O
diccionarios,_,_,NOUN,O
Ese,_,_,PRON,O
sentidos,_,_,NOUN,O
aunque,_,_,SCONJ,O
seguramente,_,_,ADV,O
use,_,_,VERB,O
prefieren,_,_,VERB,O
definirlo,_,_,VERB,O
tendencia,_,_,NOUN,O
pretende,_,_,VERB,O
devolver,_,_,VERB,O
masas,_,_,NOUN,O
élites,_,_,NOUN,O
obstante,_,_,NOUN,O
comunicación,_,_,NOUN,O
comunicación,_,_,NOUN,I
estar,_,_,AUX,O
imponiéndose,_,_,VERB,O
visión,_,_,NOUN,O
negativa,_,_,ADJ,O
aplicarse,_,_,ADJ,O
políticos,_,_,NOUN,O
ideologías,_,_,NOUN,O
común,_,_,NOUN,O
común,_,_,ADJ,I
común,_,_,ADJ,O
apelación,_,_,NOUN,O
emotiva,_,_,ADJ,O
ciudadano,_,_,NOUN,O
oferta,_,_,NOUN,O
soluciones,_,_,NOUN,O
simples,_,_,ADJ,O
problemas,_,_,NOUN,O
complejos,_,_,ADJ,O
lingüistas,_,_,NOUN,O
denominan,_,_,VERB,O
relexicalización,_,_,NOUN,O
ocurriendo,_,_,VERB,O
ante,_,_,ADP,O
ojos,_,_,NOUN,O
propiciado,_,_,VERB,O
elección,_,_,NOUN,O
decisión,_,_,NOUN,I
decisión,_,_,NOUN,O
final,_,_,ADJ,I
final,_,_,NOUN,O
publicó,_,_,VERB,I
lista,_,_,NOUN,I
lista,_,_,NOUN,O
finalistas,_,_,ADJ,I
figuraban,_,_,VERB,O
youtubero,true,Insertion,ADJ,O
adaptación,_,_,NOUN,O
youtuber,false,Insertion,PROPN,O
ningufonear,_,_,VERB,O
phubbing,false,Insertion,PROPN,O
usa,_,_,VERB,O
definir,_,_,VERB,O
actitud,_,_,NOUN,O
presta,_,_,VERB,O
atención,_,_,NOUN,O
dispositivo,_,_,NOUN,O
móvil,_,_,ADJ,O
desatiende,_,_,VERB,O
