Token,Adapted,EngCategory,POS,NE
reciben,_,_,VERB,O
rúcula,_,_,NOUN,I
silvestre,_,_,PROPN,I
maracuyá,_,_,NOUN,O
incipientes,_,_,ADJ,O
lychees,_,_,ADJ,O
lechuga,_,_,NOUN,O
criolla,_,_,VERB,O
violentas,_,_,ADJ,O
abundantes,_,_,ADJ,O
Rúcula,_,_,PROPN,I
selvática,_,_,ADJ,O
trae,_,_,VERB,I
Tarzán,_,_,PROPN,I
rey,_,_,NOUN,I
león,_,_,PROPN,I
llenos,_,_,ADJ,O
snobismo,false,Insertion,NOUN,O
tipea,_,_,VERB,O
furioso,_,_,ADJ,O
lector,_,_,NOUN,O
harto,_,_,ADJ,O
innovaciones,_,_,NOUN,O
indignación,_,_,NOUN,O
llegada,_,_,NOUN,O
llegada,_,_,ADJ,O
frapuccinos,false,Insertion,NOUN,O
competir,_,_,VERB,O
café,_,_,NOUN,O
barrio,_,_,NOUN,O
donuts,false,Insertion,ADJ,O
rollos,_,_,NOUN,O
canela,_,_,NOUN,O
muffins,false,Insertion,PROPN,O
apariencia,_,_,NOUN,O
llegado,_,_,VERB,O
asesinar,_,_,VERB,O
facturas,_,_,NOUN,O
libritos,_,_,NOUN,O
grasa,_,_,NOUN,O
scones,false,Insertion,NOUN,I
medialunas,_,_,NOUN,O
ristretto,_,_,PROPN,O
pica,_,_,NOUN,I
resentimiento,_,_,NOUN,I
porteño,_,_,ADJ,O
incomoda,_,_,VERB,O
lejos,_,_,ADV,O
paladar,_,_,NOUN,O
leer,_,_,VERB,O
Nos,_,_,PRON,B
quejamos,_,_,VERB,I
nuevas,_,_,ADJ,I
nuevas,_,_,ADJ,O
pizzas,_,_,NOUN,I
queso,_,_,PROPN,O
brie,_,_,PROPN,O
tiraditos,_,_,NOUN,O
lenguado,_,_,NOUN,O
macarons,_,_,PROPN,O
entender,_,_,AUX,O
entender,_,_,VERB,O
comidas,_,_,NOUN,O
milanesas,_,_,NOUN,I
mueren,_,_,VERB,I
carne,_,_,NOUN,O
salmón,_,_,NOUN,O
gustan,_,_,VERB,O
Ninguna,_,_,DET,B
querría,_,_,VERB,I
seguir,_,_,AUX,O
seguir,_,_,VERB,O
escuchando,_,_,VERB,O
disco,_,_,NOUN,O
escuchaba,_,_,VERB,O
quince,_,_,NUM,O
vestirse,_,_,PROPN,O
ropa,_,_,NOUN,O
ropa,_,_,NOUN,I
usaba,_,_,VERB,O
1910,_,_,NOUN,O
desgracia,_,_,NOUN,O
tenido,_,_,VERB,O
verdad,_,_,NOUN,O
mucha,_,_,DET,I
quieran,_,_,VERB,O
ravioles,_,_,ADJ,O
variar,_,_,VERB,O
trago,_,_,NOUN,O
novedoso,_,_,ADJ,O
probar,_,_,VERB,O
raras,_,_,ADJ,O
vienen,_,_,VERB,B
Oriente,_,_,PROPN,I
asesinos,_,_,NOUN,O
recibió,_,_,VERB,O
guionista,_,_,NOUN,O
guionista,_,_,NOUN,I
Escuela,_,_,PROPN,B
Experimentación,_,_,PROPN,I
realización,_,_,NOUN,I
cinematográfica,_,_,ADJ,I
ENERC,_,_,PROPN,B
2000,_,_,NUM,O
2000,_,_,NOUN,O
autora,_,_,NOUN,I
blogs,false,Insertion,PROPN,I
Bestiaria,_,_,PROPN,I
editó,_,_,VERB,O
libro,_,_,NOUN,O
libro,_,_,NOUN,I
sello,_,_,NOUN,O
Aguilar,_,_,PROPN,B
2008,_,_,NOUN,O
Ciega,_,_,PROPN,B
citas,_,_,NOUN,I
transformó,_,_,VERB,O
serie,_,_,NOUN,O
televisión,_,_,NOUN,O
adaptada,_,_,ADJ,O
blog,false,Insertion,NOUN,O
blog,_,_,NOUN,O
Colaboró,_,_,VERB,B
diarios,_,_,NOUN,O
revistas,_,_,NOUN,O
Joy,_,_,PROPN,B
Joy,_,_,PROPN,I
Crítica,_,_,PROPN,B
In,_,_,PROPN,B
Metrópolis,_,_,PROPN,B
Gataflora,_,_,PROPN,B
Ohlalá,_,_,PROPN,B
mujer,_,_,NOUN,I
mujer,_,_,NOUN,O
escribe,_,_,VERB,O
canales,_,_,NOUN,O
productoras,_,_,NOUN,O
Pramer,_,_,PROPN,B
Promofilm,_,_,PROPN,B
Mandarina,_,_,PROPN,B
Camilo,_,_,PROPN,B
Ad,_,_,DET,I
Hoc,_,_,PROPN,I
Actualmente,_,_,ADV,O
columnista,_,_,NOUN,O
Mañana,_,_,ADV,O
tarde,_,_,ADV,O
tarde,_,_,ADV,I
Radio,_,_,PROPN,B
Plata,_,_,PROPN,I
AM,_,_,PROPN,I
1030,_,_,NOUN,I
Wasabi,_,_,PROPN,B
Planeta,_,_,PROPN,B
encuentra,_,_,AUX,O
encuentra,_,_,VERB,O
trabajando,_,_,VERB,O
saldrá,_,_,VERB,O
directamente,_,_,ADV,O
papel,_,_,NOUN,O
2010,_,_,NOUN,O
ARTICLE0058,_,_,PROPN,B
Borrador,_,_,PROPN,B
Borrador,_,_,NOUN,B
relato,_,_,NOUN,O
construido,_,_,ADJ,O
grabaciones,_,_,NOUN,O
Julian,_,_,PROPN,B
Assange,_,_,PROPN,I
Assange,_,_,PROPN,B
singular,_,_,ADJ,O
relación,_,_,NOUN,O
orígenes,_,_,NOUN,O
WikiLeaks,_,_,PROPN,B
WikiLeaks,_,_,PROPN,I
periodísticos,_,_,ADJ,O
16,_,_,NUM,O
descubrió,_,_,VERB,O
tantos,_,_,DET,O
jóvenes,_,_,NOUN,O
compró,_,_,VERB,O
Commodore,_,_,PROPN,B
64,_,_,NUM,I
Enseguida,_,_,ADV,B
módem,true,Insertion,PROPN,I
comunicarse,_,_,NOUN,O
suburbio,_,_,NOUN,O
Melbourne,_,_,PROPN,B
Melbourne,_,_,PROPN,I
Aprendió,_,_,VERB,B
pasearse,_,_,PROPN,O
sistemas,_,_,NOUN,O
NASA,_,_,PROPN,B
centrales,_,_,NOUN,O
nucleares,_,_,ADJ,O
francesas,_,_,ADJ,O
Pentágono,_,_,PROPN,B
17,_,_,NUM,I
1988,_,_,NOUN,O
autoridades,_,_,NOUN,O
australianas,_,_,ADJ,O
endurecieron,_,_,VERB,O
tipificaban,_,_,VERB,O
informáticos,_,_,ADJ,O
gesto,_,_,NOUN,I
unía,_,_,VERB,O
futuro,_,_,NOUN,O
futuro,_,_,NOUN,I
guardar,_,_,VERB,O
discos,_,_,NOUN,O
colmena,_,_,NOUN,O
abejas,_,_,NOUN,O
había,_,_,AUX,O
vagabundeado,_,_,VERB,O
saberes,_,_,NOUN,O
protegían,_,_,VERB,O
errancias,_,_,NOUN,O
Autobiografía,_,_,PROPN,I
autorizada,_,_,ADJ,O
hombres,_,_,NOUN,O
buscados,_,_,ADJ,O
precisamente,_,_,ADV,O
Latina,_,_,PROPN,I
refugio,_,_,NOUN,O
unas,_,_,DET,O
escuetas,_,_,ADJ,O
habitaciones,_,_,NOUN,O
embajada,_,_,NOUN,O
imposible,_,_,ADJ,I
editorial,_,_,NOUN,O
británica,_,_,ADJ,O
Canongate,_,_,PROPN,B
cumplir,_,_,VERB,O
contrato,_,_,NOUN,O
pagado,_,_,VERB,O
adelanto,_,_,NOUN,O
pensaba,_,_,VERB,O
utilizarlo,_,_,VERB,O
acusaciones,_,_,NOUN,O
preso,_,_,NOUN,O
celda,_,_,NOUN,O
máxima,_,_,ADJ,O
forzar,_,_,VERB,O
extradición,_,_,NOUN,O
arrepintió,_,_,VERB,I
trato,_,_,NOUN,I
declaró,_,_,VERB,O
memorias,_,_,NOUN,O
prostitución,_,_,NOUN,O
cincuenta,_,_,NUM,I
grabación,_,_,NOUN,I
intervención,_,_,NOUN,O
novelista,_,_,NOUN,O
escocés,_,_,ADJ,O
Andrew,_,_,PROPN,B
ghost,false[8],Insertion[8],PROPN,O
writer,false[8],Insertion[8],PROPN,O
oxímoron,_,_,VERB,O
texto,_,_,NOUN,I
desparejo,_,_,ADJ,I
pocas,_,_,DET,O
revelaciones,_,_,NOUN,O
maravilloso,_,_,ADJ,O
juventud,_,_,NOUN,O
reflexiones,_,_,NOUN,O
iluminadoras,_,_,ADJ,O
inconsistentes,_,_,ADJ,O
soliloquio,_,_,NOUN,I
defensivo,_,_,ADJ,O
alcanza,_,_,VERB,O
estatura,_,_,NOUN,O
manifiesto,_,_,NOUN,O
pretendió,_,_,VERB,O
Claro,_,_,ADV,B
expresa,_,_,VERB,O
acciones,_,_,NOUN,O
plano,_,_,NOUN,O
elocuencia,_,_,NOUN,O
caudal,_,_,NOUN,O
abrumador,_,_,ADJ,O
secreta,_,_,ADJ,O
deja,_,_,VERB,O
evidencia,_,_,NOUN,O
manipulaciones,_,_,NOUN,O
logrado,_,_,VERB,O
movilizar,_,_,VERB,O
ONG,_,_,PROPN,O
gobiernos,_,_,NOUN,O
arresto,_,_,NOUN,O
domiciliario,_,_,ADJ,O
cumplió,_,_,VERB,O
último,_,_,ADJ,O
AP,_,_,PROPN,B
personajes,_,_,NOUN,O
clave,_,_,NOUN,O
formación,_,_,NOUN,O
manifestación,_,_,NOUN,O
Vietnam,_,_,PROPN,I
donde,_,_,PRON,O
combatieron,_,_,VERB,O
60.000,_,_,NUM,O
australianos,_,_,NOUN,O
escena,_,_,NOUN,I
escena,_,_,NOUN,O
recién,_,_,ADV,O
Sydney,_,_,PROPN,B
Christine,_,_,PROPN,B
provinciana,_,_,NOUN,O
marea,_,_,NOUN,O
protesta,_,_,NOUN,O
27,_,_,NUM,I
culto,_,_,ADJ,O
bigote,_,_,NOUN,O
responde,_,_,VERB,I
mano,_,_,NOUN,O
julio,_,_,NOUN,O
1971,_,_,NUM,O
matrimonio,_,_,NOUN,O
dura,_,_,VERB,O
Entra,_,_,VERB,B
segundo,_,_,ADJ,O
adoptivo,_,_,ADJ,O
daría,_,_,VERB,O
apellido,_,_,NOUN,O
chino,_,_,NOUN,O
Ah,_,_,PROPN,B
Sang,_,_,PROPN,I
marcaría,_,_,VERB,O
sentido,_,_,NOUN,O
arte,_,_,NOUN,O
bohemia,_,_,NOUN,O
tercer,_,_,ADJ,I
tercera,_,_,ADJ,O
tratarán,_,_,AUX,O
repetidamente,_,_,ADV,O
escapar,_,_,VERB,O
recorriendo,_,_,VERB,O
infinitas,_,_,ADJ,O
Australia,_,_,PROPN,B
encontraba,_,_,VERB,O
supo,_,_,VERB,I
formaba,_,_,VERB,O
secta,_,_,NOUN,O
complicidad,_,_,NOUN,O
hacían,_,_,VERB,O
incesante,_,_,ADJ,O
persecución,_,_,NOUN,O
brilla,_,_,VERB,O
cielo,_,_,NOUN,O
modelo,_,_,NOUN,O
parangón,_,_,NOUN,O
poseía,_,_,VERB,O
don,_,_,NOUN,O
amar,_,_,VERB,O
convertir,_,_,VERB,O
intrínsecamente,_,_,ADV,O
conoció,_,_,VERB,O
biológico,_,_,ADJ,O
iniciativa,_,_,NOUN,O
lamentó,_,_,VERB,O
haber,_,_,AUX,O
contado,_,_,VERB,O
adolescencia,_,_,NOUN,O
encontró,_,_,VERB,O
biblioteca,_,_,NOUN,O
lecturas,_,_,NOUN,O
Dostoievski,_,_,PROPN,B
Kafka,_,_,PROPN,B
Koestler,_,_,PROPN,B
repente,_,_,NOUN,O
comprendí,_,_,AUX,O
recorrido,_,_,NOUN,O
estante,_,_,ADV,O
teniendo,_,_,AUX,O
paso,_,_,NOUN,O
soportar,_,_,VERB,O
pruebas,_,_,NOUN,O
tribulaciones,_,_,NOUN,O
leve,_,_,PROPN,O
condena,_,_,VERB,O
hacker,false,Insertion,PROPN,O
estudiaba,_,_,VERB,O
física,_,_,ADJ,O
matemática,_,_,ADJ,O
Universidad,_,_,PROPN,B
origen,_,_,NOUN,I
truco,_,_,NOUN,O
informático,_,_,ADJ,O
vinculado,_,_,ADJ,O
desarrollos,_,_,NOUN,O
criptografía,_,_,NOUN,O
habilidad,_,_,NOUN,O
habilidad,_,_,NOUN,I
codificar,_,_,VERB,O
interceptados,_,_,VERB,O
resistirse,_,_,PROPN,I
asociación,_,_,NOUN,I
hermanos,_,_,NOUN,O
perseguidos,_,_,ADJ,O
lunático,_,_,NOUN,O
Cypher-punks,_,_,PROPN,B
cifra,_,_,NOUN,O
enigma,_,_,PROPN,O
traducida,_,_,ADJ,O
filoso,_,_,ADJ,O
cyber-punks,_,_,PROPN,O
apenas,_,_,ADV,O
cibernética,_,_,NOUN,O
puente,_,_,NOUN,O
aspiración,_,_,NOUN,O
periodismo,_,_,NOUN,O
Avancé,_,_,PROPN,B
quería,_,_,VERB,O
formarme,_,_,VERB,O
renovada,_,_,ADJ,O
honestidad,_,_,NOUN,O
periodística,_,_,ADJ,O
Detrás,_,_,ADV,B
revolucionaria,_,_,ADJ,O
protección,_,_,NOUN,O
detalle,_,_,NOUN,O
filtraciones,_,_,NOUN,O
públicas,_,_,ADJ,O
complicada,_,_,ADJ,O
The,false[9],Named Entity[9],PROPN,B
The,false[10],Named Entity[10],PROPN,B
The,false[18],Named Entity[18],PROPN,B
The,false[21],Named Entity[21],PROPN,B
The,false[25],Named Entity[25],PROPN,B
The,_,_,PROPN,B
The,false[31],Named Entity[31],PROPN,B
The,false[32],Named Entity[32],PROPN,B
Guardian,false[9],Named Entity[9],PROPN,I
New,false[10],Named Entity[10],PROPN,I
New,false[10],Named Entity[10],PROPN,B
New,false[18],Named Entity[18],PROPN,I
New,false[18],Named Entity[18],PROPN,B
New,false[25],Named Entity[25],PROPN,I
New,false[25],Named Entity[25],PROPN,B
New,false[30],Named Entity[30],PROPN,I
New,false[30],Named Entity[30],PROPN,B
York,false[10],Named Entity[10],PROPN,I
York,_,_,PROPN,I
York,false[18],Named Entity[18],PROPN,I
York,false[25],Named Entity[25],PROPN,I
York,false[30],Named Entity[30],PROPN,I
Times,false[10],Named Entity[10],PROPN,I
Times,false[10],Named Entity[10],PROPN,B
Times,false[19],Named Entity[19],PROPN,I
Times,false[19],Named Entity[19],PROPN,B
Times,false[30],Named Entity[30],PROPN,I
Times,false[30],Named Entity[30],PROPN,B
reacción,_,_,NOUN,O
colaboradores,_,_,NOUN,O
propios,_,_,DET,O
aprendizajes,_,_,NOUN,O
Collateral,_,_,PROPN,I
Murder,_,_,PROPN,I
colateral,_,_,ADJ,O
presuntos,_,_,ADJ,O
rebeldes,_,_,NOUN,O
Bagdad,_,_,PROPN,B
encontraban,_,_,VERB,O
periodistas,_,_,NOUN,O
convierte,_,_,VERB,O
guerras,_,_,NOUN,B
Afganistán,_,_,PROPN,B
Irak,_,_,PROPN,I
Irak,_,_,PROPN,B
mira,_,_,NOUN,O
diplomáticos,_,_,ADJ,O
sellan,_,_,VERB,O
sexuales,_,_,ADJ,O
Suecia,_,_,PROPN,B
buscado,_,_,VERB,O
violador,_,_,NOUN,O
tono,_,_,NOUN,I
tono,_,_,NOUN,O
evocativo,_,_,ADJ,O
poético,_,_,ADJ,O
sostenidamente,_,_,ADV,O
exaltado,_,_,ADJ,O
decepción,_,_,NOUN,O
ironía,_,_,NOUN,O
segunda,_,_,ADJ,O
tramo,_,_,NOUN,I
iluminarse,_,_,PROPN,O
resplandor,_,_,NOUN,O
conferencia,_,_,NOUN,O
prensa,_,_,NOUN,O
anunciar,_,_,VERB,O
llama,_,_,VERB,O
hablábamos,_,_,VERB,O
regularidad,_,_,NOUN,O
gustó,_,_,VERB,O
restablecer,_,_,VERB,O
preciso,_,_,ADJ,O
instante,_,_,NOUN,O
aquello,_,_,PRON,O
borrador,_,_,NOUN,O
borrador,_,_,ADJ,O
bosquejo,_,_,NOUN,O
personalidad,_,_,NOUN,O
autobiografía,_,_,NOUN,O
traza,_,_,VERB,O
rasgos,_,_,NOUN,O
fuertes,_,_,ADJ,O
esbozados,_,_,ADJ,O
Del,_,_,ADP,I
Zorzal,_,_,PROPN,I
Trad,_,_,PROPN,I
Murillo,_,_,PROPN,I
282,_,_,NUM,O
$,_,_,NUM,O
90,_,_,NUM,O
ARTICLE0069,_,_,PROPN,B
Alivio,_,_,PROPN,B
adicto,_,_,NOUN,O
shopping,false,Insertion,NOUN,O
outlet,false,Insertion,NOUN,I
outlet,false,Insertion,PROPN,O
outlets,false,Insertion,PROPN,I
outlets,false,Insertion,PROPN,O
outlets,_,_,PROPN,I
outlets,_,_,PROPN,O
220,_,_,NUM,O
comercios,_,_,NOUN,O
comprar,_,_,VERB,O
irse,_,_,PROPN,O
siguiente,_,_,ADJ,O
NUEVA,_,_,ADJ,B
YORK,_,_,PROPN,I
negro,_,_,ADJ,O
negro,_,_,ADJ,I
serlo,_,_,PROPN,O
Manhattan,_,_,PROPN,B
metros,_,_,NOUN,O
ruta,_,_,NOUN,O
32,_,_,NUM,O
valle,_,_,NOUN,O
central,_,_,ADJ,O
estado,_,_,NOUN,B
Nueva,_,_,PROPN,I
Nueva,_,_,PROPN,B
black,false[11],Insertion[11],PROPN,O
friday,false[11],Insertion[11],PROPN,O
Woodbury,_,_,PROPN,B
Woodbury,false[20],Named Entity[20],PROPN,B
Woodbury,false[24],Named Entity[24],PROPN,B
Common,_,_,PROPN,I
Common,false[20],Named Entity[20],PROPN,I
Common,false[24],Named Entity[24],PROPN,I
cuna,_,_,NOUN,O
americanos,_,_,ADJ,O
accesorios,_,_,NOUN,O
cosméticos,_,_,ADJ,O
marcas,_,_,NOUN,O
marcas,_,_,NOUN,I
lujo,_,_,NOUN,O
diseñador,_,_,NOUN,O
aquel,_,_,DET,O
originado,_,_,ADJ,O
Filadelfia,_,_,PROPN,B
denominado,_,_,ADJ,O
color,_,_,NOUN,O
denso,_,_,ADJ,O
tránsito,_,_,NOUN,O
colma,_,_,VERB,O
calles,_,_,NOUN,O
Acción,_,_,PROPN,B
oportunidad,_,_,NOUN,O
salir,_,_,VERB,O
salir,_,_,AUX,O
continúa,_,_,VERB,O
significativas,_,_,ADJ,O
rebajas,_,_,NOUN,O
Temperaturas,_,_,NOUN,B
cero,_,_,NOUN,I
vientos,_,_,NOUN,I
30,_,_,NUM,I
30,_,_,NUM,O
desanimar,_,_,VERB,O
caminar,_,_,VERB,O
parecen,_,_,AUX,O
obstáculo,_,_,NOUN,O
tampoco,_,_,ADV,I
facilidad,_,_,NOUN,I
llegar,_,_,VERB,I
llegar,_,_,VERB,O
bus,_,_,NOUN,O
bus,_,_,NOUN,I
tren,_,_,PROPN,O
taxi,_,_,PROPN,O
limusina,_,_,NOUN,O
helicóptero,_,_,NOUN,O
resuelve,_,_,VERB,O
inconveniente,_,_,NOUN,O
descuentos,_,_,NOUN,I
descuentos,_,_,NOUN,O
Premium,false[12],Named Entity[12],PROPN,B
Premium,false[12],Named Entity[12],PROPN,I
Premium,false[14],Named Entity[14],PROPN,B
Premium,false[14],Named Entity[14],PROPN,I
Premium,false[16],Named Entity[16],PROPN,B
Premium,false[16],Named Entity[16],PROPN,I
Outlets,false[12],Named Entity[12],PROPN,I
Outlets,false[14],Named Entity[14],PROPN,I
Outlets,false[16],Named Entity[16],PROPN,I
marca,_,_,NOUN,O
centros,_,_,NOUN,O
grande,_,_,ADJ,O
perteneciente,_,_,ADJ,O
bienes,_,_,NOUN,O
raíces,_,_,NOUN,O
Pintoresca,_,_,PROPN,O
villa,_,_,PROPN,O
medio,_,_,NOUN,O
montañas,_,_,NOUN,O
50,_,_,NUM,O
sedes,_,_,NOUN,O
sabido,_,_,VERB,O
Manzana,_,_,PROPN,I
tiente,_,_,ADV,O
oportunidades,_,_,NOUN,O
firmas,_,_,NOUN,O
Gucci,_,_,PROPN,B
Prada,_,_,PROPN,B
Prada,_,_,PROPN,I
Balenciaga,_,_,PROPN,B
YSL,_,_,PROPN,O
Dolce,_,_,PROPN,B
&,_,_,PROPN,I
Gabbana,_,_,PROPN,I
Ralph,_,_,PROPN,I
Lauren,_,_,PROPN,I
Salvatore,_,_,PROPN,B
Ferragamo,_,_,PROPN,I
Valentino,_,_,PROPN,B
Calvin,_,_,PROPN,B
Klein,_,_,PROPN,I
Herrera,_,_,PROPN,I
Armani,_,_,PROPN,B
Guess,_,_,PROPN,B
Guess,false,Named Entity,PROPN,B
Gap,_,_,PROPN,B
Gap,false,Named Entity,PROPN,B
Banana,_,_,PROPN,B
Banana,false[17],Named Entity[17],PROPN,B
Republic,_,_,PROPN,I
Republic,false[17],Named Entity[17],PROPN,I
Anne,_,_,PROPN,B
Taylor,_,_,PROPN,I
Este,_,_,DET,B
organizado,_,_,ADJ,O
colores,_,_,NOUN,O
necesario,_,_,ADJ,O
pasar,_,_,VERB,O
entero,_,_,ADJ,O
comprando,_,_,VERB,O
parezca,_,_,VERB,O
parezca,_,_,AUX,O
asientos,_,_,NOUN,O
doquier,_,_,NUM,O
cajeros,_,_,NOUN,O
automáticos,_,_,ADJ,O
carritos,_,_,NOUN,O
bebes,_,_,NOUN,O
sillas,_,_,NOUN,O
ruedas,_,_,NOUN,O
listado,_,_,NOUN,I
completo,_,_,ADJ,I
mapa,_,_,NOUN,O
idiomas,_,_,NOUN,O
bienvenida,_,_,NOUN,O
adjunto,_,_,NOUN,O
soñados,_,_,ADJ,O
cupones,_,_,NOUN,O
descuento,_,_,NOUN,O
148,_,_,NUM,O
suman,_,_,VERB,O
existentes,_,_,ADJ,O
infaltable,_,_,ADJ,I
incluye,_,_,VERB,O
tablas,_,_,NOUN,O
conversión,_,_,NOUN,O
talles,_,_,NOUN,O
envío,_,_,NOUN,O
personal,false[13],Insertion[13],NOUN,I
shopper,false[13],Insertion[13],PROPN,I
acompaña,_,_,VERB,O
tour,_,_,NOUN,O
reserva,_,_,NOUN,O
orienta,_,_,PROPN,O
ofertas,_,_,NOUN,O
aprovecharlas,_,_,NOUN,O
dato,_,_,NOUN,I
consiguen,_,_,VERB,O
mejores,_,_,ADJ,O
asociándose,_,_,VERB,O
VIP,false[14],Named Entity[14],PROPN,B
VIP,false[14],Named Entity[14],PROPN,O
VIP,false[27],Insertion[27],PROPN,B
VIP,false[27],Insertion[27],PROPN,O
VIP,_,_,PROPN,B
VIP,_,_,PROPN,O
Shopper,false[14],Named Entity[14],PROPN,I
Club,false[14],Named Entity[14],PROPN,I
previo,_,_,ADJ,O
página,_,_,NOUN,O
Web,false,Insertion,PROPN,B
www.premiumoutlets.com,_,_,PROPN,O
Bien,_,_,ADV,I
valen,_,_,VERB,I
paseo,_,_,NOUN,I
shopaholic,false,Insertion,ADV,O
fashion,false[15],Insertion[15],PROPN,O
victims,false[15],Insertion[15],PROPN,O
seductor,_,_,NOUN,I
pasatiempo,_,_,NOUN,I
compulsivo,_,_,ADJ,O
agenda,_,_,NOUN,O
duda,_,_,NOUN,I
duda,_,_,NOUN,O
japoneses,_,_,NOUN,I
chinos,_,_,NOUN,I
protagonistas,_,_,NOUN,O
ve,_,_,VERB,I
cargadísimos,_,_,ADJ,I
bolsas,_,_,NOUN,I
arrastrando,_,_,VERB,O
latinos,_,_,NOUN,I
cientos,_,_,NUM,O
mexicanos,_,_,NOUN,O
brasileños,_,_,NOUN,O
cantidad,_,_,NOUN,O
faltan,_,_,VERB,O
argentinos,_,_,NOUN,O
visitantes,_,_,NOUN,O
ola,_,_,NOUN,I
frío,_,_,NOUN,I
conveniente,_,_,ADJ,O
abrigo,_,_,NOUN,O
impermeable,_,_,ADJ,O
mirar,_,_,VERB,O
percheros,_,_,NOUN,O
contratemporada,_,_,NOUN,O
Algunas,_,_,PRON,B
buscadas,_,_,ADJ,I
argentinas,_,_,NOUN,O
argentinas,_,_,ADJ,O
Espirit,_,_,PROPN,B
Benetton,_,_,PROPN,B
Ann,_,_,PROPN,B
remeras,_,_,NOUN,I
básicas,_,_,ADJ,I
básicas,_,_,ADJ,O
"8,99",_,_,NUM,O
dólares,_,_,NOUN,O
dólares,_,_,NOUN,I
modelos,_,_,NOUN,O
escote,_,_,NOUN,O
V,_,_,PROPN,O
tul,_,_,PROPN,O
"8,49",_,_,NUM,O
soleros,_,_,NOUN,O
poliéster,true,Insertion,VERB,O
poliéster,true,Insertion,PROPN,O
poliéster,_,_,VERB,O
poliéster,_,_,PROPN,O
guardas,_,_,NOUN,O
mostacilla,_,_,NOUN,O
encaje,_,_,NOUN,O
"79,60",_,_,NUM,O
chemises,_,_,ADJ,O
algodón,_,_,NOUN,O
spandex,false,Insertion,NOUN,O
"27,99",_,_,NUM,O
leggings,false,Insertion,VERB,O
"9,99",_,_,NUM,O
jeans,false,Insertion,NOUN,O
"19,99",_,_,NUM,O
acorde,_,_,ADV,O
neoyorquino,_,_,ADJ,O
andar,_,_,VERB,O
interiores,_,_,NOUN,O
ballerinas,_,_,NOUN,O
lana,_,_,NOUN,O
"22,99",_,_,NUM,O
botas,_,_,NOUN,O
cortas,_,_,ADJ,O
80,_,_,NUM,O
botinetas,_,_,ADJ,O
"62,50",_,_,NUM,O
modo,_,_,NOUN,O
chaquetas,_,_,NOUN,O
golf,_,_,NOUN,O
nylon,_,_,NOUN,O
original,_,_,ADJ,O
era,_,_,AUX,O
95,_,_,NUM,O
sandalias,_,_,NOUN,I
charol,_,_,NOUN,I
650,_,_,NUM,I
consigue,_,_,VERB,O
292,_,_,NUM,O
Michael,_,_,PROPN,I
Kors,_,_,PROPN,I
285,_,_,NUM,O
128,_,_,NUM,O
Manolo,_,_,PROPN,B
Blahnik,_,_,PROPN,I
obtienen,_,_,VERB,O
977,_,_,NUM,O
Precios,_,_,NOUN,B
aun,_,_,ADV,O
