Token,Language
dónde,Spn
dorado,Spn
dormido,Spn
dormir,Spn
dormitorio,Spn
dos,Spn
doscientos,Spn
dosis,Spn
dotado,Spn
dotar,Spn
drama,Spn
dramático,Spn
droga,Spn
duda,Spn
dudar,Spn
dudoso,Spn
duelo,Spn
dueña,Spn
dueño,Spn
dulce,Spn
duración,Spn
duramente,Spn
durante,Spn
durar,Spn
dureza,Spn
duro,Spn
echar,Spn
eclesiástico,Spn
eco,Spn
economía,Spn
económicamente,Spn
económico,Spn
economista,Spn
edad,Spn
edición,Spn
edificación,Spn
edificio,Spn
editar,Spn
editor,Spn
editorial,Spn
educación,Spn
educado,Spn
educar,Spn
educativo,Spn
efectivamente,Spn
efectivo,Spn
efecto,Spn
efectuar,Spn
eficacia,Spn
eficaz,Spn
eficiencia,Spn
eficiente,Spn
efímero,Spn
egoísmo,Spn
egoísta,Spn
eh,Spn
eje,Spn
ejecución,Spn
ejecutar,Spn
ejecutivo,Spn
ejemplar,Spn
ejemplo,Spn
ejercer,Spn
ejercicio,Spn
ejército,Spn
el,Spn
él,Spn
elaboración,Spn
elaborar,Spn
elección,Spn
electoral,Spn
electricidad,Spn
eléctrico,Spn
electrónico,Spn
elefante,Spn
elegancia,Spn
elegante,Spn
elegir,Spn
elemental,Spn
elemento,Spn
elevación,Spn
elevado,Spn
elevar,Spn
eliminar,Spn
ella,Spn
ello,Spn
elocuente,Spn
elogio,Spn
eludir,Spn
embajada,Spn
embajador,Spn
embarazada,Spn
embarazo,Spn
embarcar,Spn
embargo,Spn
emergencia,Spn
emerger,Spn
emigrar,Spn
emisión,Spn
emisor,Spn
emitir,Spn
emoción,Spn
emocional,Spn
emocionar,Spn
empeñar,Spn
empeño,Spn
emperador,Spn
empezar,Spn
empleado,Spn
emplear,Spn
empleo,Spn
emprender,Spn
empresa,Spn
empresario,Spn
empujar,Spn
en,Spn
enamorado,Spn
enamorar,Spn
encabezar,Spn
encajar,Spn
encaje,Spn
encaminar,Spn
encantado,Spn
encantador,Spn
encantar,Spn
encanto,Spn
encarar,Spn
encargado,Spn
encargar,Spn
encargo,Spn
encarnar,Spn
encender,Spn
encendido,Spn
encerrado,Spn
encerrar,Spn
encima,Spn
encomendar,Spn
encontrar,Spn
encuentro,Spn
encuesta,Spn
endurecer,Spn
enemigo,Spn
energía,Spn
enérgico,Spn
enero,Spn
énfasis,Spn
enfermar,Spn
enfermedad,Spn
enfermero,Spn
enfermo,Spn
enfocar,Spn
enfoque,Spn
enfrentamiento,Spn
enfrentar,Spn
enfrente,Spn
enfriar,Spn
engañar,Spn
engaño,Spn
engendrar,Spn
engordar,Spn
enigma,Spn
enlace,Spn
enlazar,Spn
enorme,Spn
enormemente,Spn
enredar,Spn
enriquecer,Spn
ensayar,Spn
ensayo,Spn
enseguida,Spn
enseñanza,Spn
enseñar,Spn
ensuciar,Spn
entablar,Spn
ente,Spn
entender,Spn
entendido,Spn
entendimiento,Spn
enterado,Spn
enteramente,Spn
enterar,Spn
entero,Spn
enterrado,Spn
enterrar,Spn
entidad,Spn
entierro,Spn
entonces,Spn
entorno,Spn
entrada,Spn
entrañas,Spn
entrar,Spn
entre,Spn
entrega,Spn
entregar,Spn
entrenamiento,Spn
entrenar,Spn
entretener,Spn
entrevista,Spn
entrevistar,Spn
entusiasmado,Spn
entusiasmar,Spn
entusiasmo,Spn
entusiasta,Spn
enumerar,Spn
envergadura,Spn
enviar,Spn
envidia,Spn
envidiar,Spn
envolver,Spn
envuelto,Spn
episodio,Spn
época,Spn
equilibrar,Spn
equilibrio,Spn
equipo,Spn
equivalente,Spn
equivaler,Spn
equivocación,Spn
equivocado,Spn
equivocar,Spn
era,Spn
erótico,Spn
error,Spn
escala,Spn
escalera,Spn
escándalo,Spn
escapar,Spn
escaparate,Spn
escasez,Spn
escaso,Spn
escena,Spn
escenario,Spn
esclavo,Spn
escoger,Spn
escolar,Spn
esconder,Spn
escondido,Spn
escribir,Spn
escrito,Spn
escritor,Spn
escritorio,Spn
escritura,Spn
escuchar,Spn
escudo,Spn
escuela,Spn
escultura,Spn
ese,Spn
ése,Spn
esencia,Spn
esencial,Spn
esencialmente,Spn
esfera,Spn
esforzar,Spn
esfuerzo,Spn
eso,Spn
espacial,Spn
espacio,Spn
espada,Spn
espalda,Spn
español,Spn
espantar,Spn
espantoso,Spn
especial,Spn
especialidad,Spn
especialista,Spn
especializar,Spn
especialmente,Spn
especie,Spn
específicamente,Spn
específico,Spn
espectacular,Spn
espectáculo,Spn
espectador,Spn
espectro,Spn
especulación,Spn
espejo,Spn
espera,Spn
esperanza,Spn
esperar,Spn
espeso,Spn
espina,Spn
espíritu,Spn
espiritual,Spn
espléndido,Spn
esplendor,Spn
espontáneamente,Spn
espontáneo,Spn
esporádico,Spn
esposa,Spn
esposo,Spn
espuma,Spn
esqueleto,Spn
esquema,Spn
esquina,Spn
estabilidad,Spn
estable,Spn
establecer,Spn
establecido,Spn
establecimiento,Spn
estación,Spn
estadio,Spn
estadística,Spn
estadístico,Spn
estado,Spn
estallar,Spn
estallido,Spn
estampa,Spn
estancia,Spn
estar,Spn
estatal,Spn
estático,Spn
estatua,Spn
estatura,Spn
este,Spn
éste,Spn
estéril,Spn
estética,Spn
estético,Spn
estilo,Spn
estimar,Spn
estimular,Spn
estímulo,Spn
estirar,Spn
esto,Spn
estómago,Spn
estrategia,Spn
estratégico,Spn
estrechar,Spn
estrecho,Spn
estrella,Spn
estrenar,Spn
estrictamente,Spn
estricto,Spn
estropear,Spn
estructura,Spn
estudiante,Spn
estudiar,Spn
estudio,Spn
estudioso,Spn
estupendo,Spn
estupidez,Spn
estúpido,Spn
etapa,Spn
etcétera,Spn
eternidad,Spn
eterno,Spn
ética,Spn
ético,Spn
etiqueta,Spn
euforia,Spn
europeo,Spn
evaluar,Spn
evento,Spn
evidencia,Spn
evidente,Spn
evidentemente,Spn
evitar,Spn
evocar,Spn
evolución,Spn
evolucionar,Spn
exactamente,Spn
exactitud,Spn
exacto,Spn
exageración,Spn
exagerado,Spn
exagerar,Spn
examen,Spn
examinar,Spn
exceder,Spn
excelencia,Spn
excelente,Spn
excepción,Spn
excepcional,Spn
excepto,Spn
excesivamente,Spn
excesivo,Spn
exceso,Spn
excitar,Spn
excluir,Spn
exclusivamente,Spn
exclusivo,Spn
excursión,Spn
excusa,Spn
exento,Spn
exhibición,Spn
exhibir,Spn
exigencia,Spn
exigente,Spn
exigir,Spn
exilio,Spn
existencia,Spn
existente,Spn
existir,Spn
éxito,Spn
exótico,Spn
expandir,Spn
expansión,Spn
expectativa,Spn
expedición,Spn
expediente,Spn
experiencia,Spn
experimental,Spn
experimentar,Spn
experimento,Spn
experto,Spn
explicación,Spn
explicar,Spn
explícito,Spn
exploración,Spn
explorar,Spn
explosión,Spn
explotación,Spn
explotar,Spn
exponer,Spn
exportación,Spn
exposición,Spn
expresar,Spn
expresión,Spn
expresivo,Spn
expreso,Spn
expulsar,Spn
expulsión,Spn
exquisito,Spn
extender,Spn
extensión,Spn
extenso,Spn
exterior,Spn
externo,Spn
extinción,Spn
extinguir,Spn
extra,Spn
extraer,Spn
extrañar,Spn
extranjero,Spn
extraño,Spn
extraordinariamente,Spn
extraordinario,Spn
extremadamente,Spn
extremo,Spn
fábrica,Spn
fabricación,Spn
fabricar,Spn
fabuloso,Spn
facción,Spn
fachada,Spn
fácil,Spn
facilidad,Spn
facilitar,Spn
fácilmente,Spn
factor,Spn
factura,Spn
facultad,Spn
faena,Spn
falda,Spn
falla,Spn
fallar,Spn
fallecer,Spn
fallo,Spn
falso,Spn
falta,Spn
faltar,Spn
fama,Spn
familia,Spn
familiar,Spn
famoso,Spn
fantasía,Spn
fantasma,Spn
fantástico,Spn
farmacia,Spn
fascinante,Spn
fascinar,Spn
fase,Spn
fatal,Spn
fatiga,Spn
favor,Spn
favorable,Spn
favorecer,Spn
favorito,Spn
fe,Spn
febrero,Spn
fecha,Spn
felicidad,Spn
felicitar,Spn
feliz,Spn
femenino,Spn
fenómeno,Spn
feo,Spn
feria,Spn
feroz,Spn
ferrocarril,Spn
fértil,Spn
fiar,Spn
fibra,Spn
ficción,Spn
ficha,Spn
fidelidad,Spn
fiebre,Spn
fiel,Spn
fiera,Spn
fiesta,Spn
figura,Spn
figurar,Spn
fijar,Spn
fijo,Spn
fila,Spn
filo,Spn
filosofía,Spn
filosófico,Spn
filósofo,Spn
filtrar,Spn
fin,Spn
final,Spn
finalidad,Spn
finalizar,Spn
finalmente,Spn
financiar,Spn
financiero,Spn
finca,Spn
fingir,Spn
fino,Spn
firma,Spn
firmar,Spn
firme,Spn
firmemente,Spn
firmeza,Spn
fiscal,Spn
físicamente,Spn
físico,Spn
flaco,Spn
flecha,Spn
flexible,Spn
flor,Spn
florecer,Spn
flotar,Spn
fluir,Spn
flujo,Spn
foco,Spn
fomentar,Spn
fondo,Spn
forma,Spn
formación,Spn
formal,Spn
formar,Spn
formidable,Spn
fórmula,Spn
formular,Spn
fortalecer,Spn
fortaleza,Spn
fortuna,Spn
forzar,Spn
fósforo,Spn
foto,Spn
fotografía,Spn
fotográfico,Spn
fotógrafo,Spn
fracasar,Spn
fracaso,Spn
fracción,Spn
frágil,Spn
fragmento,Spn
francamente,Spn
francés,Spn
franco,Spn
franja,Spn
frasco,Spn
frase,Spn
frecuencia,Spn
frecuentar,Spn
frecuente,Spn
frecuentemente,Spn
frenar,Spn
freno,Spn
frente,Spn
fresco,Spn
frialdad,Spn
frío,Spn
frívolo,Spn
frontal,Spn
frontera,Spn
frustración,Spn
frustrado,Spn
fruta,Spn
fruto,Spn
fuego,Spn
fuente,Spn
fuera,Spn
fuerte,Spn
fuertemente,Spn
fuerza,Spn
fuga,Spn
fumar,Spn
función,Spn
funcional,Spn
funcionamiento,Spn
funcionar,Spn
funcionario,Spn
fundación,Spn
fundador,Spn
fundamental,Spn
fundamentalmente,Spn
fundamento,Spn
fundar,Spn
fundir,Spn
furia,Spn
furioso,Spn
fútbol,Spn
futuro,Spn
gabinete,Spn
gala,Spn
galería,Spn
gallina,Spn
gallo,Spn
gama,Spn
gana,Spn
ganado,Spn
ganador,Spn
ganancia,Spn
ganar,Spn
garantía,Spn
garantizar,Spn
garganta,Spn
garra,Spn
gas,Spn
gastar,Spn
gasto,Spn
gato,Spn
generación,Spn
general,Spn
generalizar,Spn
generalmente,Spn
generar,Spn
género,Spn
generosidad,Spn
generoso,Spn
genético,Spn
genial,Spn
genio,Spn
gente,Spn
geografía,Spn
geográfico,Spn
geométrico,Spn
gestión,Spn
gesto,Spn
gigante,Spn
gigantesco,Spn
gira,Spn
girar,Spn
giro,Spn
global,Spn
globo,Spn
gloria,Spn
glorioso,Spn
gobernador,Spn
gobernante,Spn
gobernar,Spn
gobierno,Spn
golpe,Spn
golpear,Spn
goma,Spn
gordo,Spn
gota,Spn
gozar,Spn
grabación,Spn
grabar,Spn
gracia,Spn
gracioso,Spn
grado,Spn
gráfico,Spn
grande,Spn
grandeza,Spn
grandioso,Spn
grano,Spn
grasa,Spn
gratitud,Spn
grato,Spn
gratuito,Spn
grave,Spn
gravedad,Spn
griego,Spn
grieta,Spn
gris,Spn
gritar,Spn
grito,Spn
grosero,Spn
grotesco,Spn
grueso,Spn
grupo,Spn
guante,Spn
guapo,Spn
guardar,Spn
guardia,Spn
guerra,Spn
guerrero,Spn
guía,Spn
guiar,Spn
guitarra,Spn
gusano,Spn
gustar,Spn
gusto,Spn
haber,Spn
hábil,Spn
habilidad,Spn
habitación,Spn
habitante,Spn
habitar,Spn
hábito,Spn
habitual,Spn
habitualmente,Spn
habla,Spn
hablar,Spn
hacer,Spn
hacia,Spn
hacienda,Spn
hallar,Spn
hallazgo,Spn
hambre,Spn
harina,Spn
harto,Spn
hasta,Spn
hazaña,Spn
hecho,Spn
hectárea,Spn
helado,Spn
hembra,Spn
heredar,Spn
heredero,Spn
herencia,Spn
herida,Spn
herido,Spn
herir,Spn
hermana,Spn
hermano,Spn
hermoso,Spn
héroe,Spn
heroico,Spn
herramienta,Spn
hervir,Spn
hielo,Spn
hierba,Spn
hierro,Spn
hígado,Spn
higiene,Spn
hija,Spn
hijo,Spn
hilo,Spn
himno,Spn
hipótesis,Spn
hispano,Spn
historia,Spn
historiador,Spn
histórico,Spn
hogar,Spn
hoja,Spn
hola,Spn
holandés,Spn
hombre,Spn
hombro,Spn
homenaje,Spn
hondo,Spn
honesto,Spn
honor,Spn
honrado,Spn
honrar,Spn
hora,Spn
horario,Spn
horizontal,Spn
horizonte,Spn
hormiga,Spn
horno,Spn
horrible,Spn
horror,Spn
hospital,Spn
hostil,Spn
hostilidad,Spn
hotel,Spn
hoy,Spn
hueco,Spn
huelga,Spn
huella,Spn
hueso,Spn
huevo,Spn
huir,Spn
humanidad,Spn
humano,Spn
humedad,Spn
húmedo,Spn
humilde,Spn
humillación,Spn
humo,Spn
humor,Spn
hundido,Spn
hundir,Spn
ida,Spn
idea,Spn
ideal,Spn
idéntico,Spn
identidad,Spn
identificación,Spn
identificar,Spn
ideología,Spn
ideológico,Spn
idioma,Spn
idiota,Spn
iglesia,Spn
ignorancia,Spn
ignorante,Spn
ignorar,Spn
igual,Spn
igualar,Spn
igualdad,Spn
igualmente,Spn
ilegal,Spn
ilimitado,Spn
iluminación,Spn
iluminado,Spn
iluminar,Spn
ilusión,Spn
ilustración,Spn
ilustrado,Spn
ilustrar,Spn
ilustre,Spn
imagen,Spn
imaginación,Spn
imaginar,Spn
imaginario,Spn
imitación,Spn
imitar,Spn
impacto,Spn
impartir,Spn
impecable,Spn
impedir,Spn
imperial,Spn
imperio,Spn
implacable,Spn
implicar,Spn
imponente,Spn
imponer,Spn
importado,Spn
importancia,Spn
importante,Spn
importar,Spn
imposibilidad,Spn
imposible,Spn
imposición,Spn
impotencia,Spn
impreciso,Spn
imprenta,Spn
imprescindible,Spn
impresión,Spn
impresionante,Spn
impresionar,Spn
impreso,Spn
imprevisto,Spn
imprimir,Spn
improvisar,Spn
impuesto,Spn
impulsar,Spn
impulso,Spn
inaugurar,Spn
incapacidad,Spn
incapaz,Spn
incendio,Spn
incertidumbre,Spn
incidencia,Spn
incidente,Spn
incidir,Spn
incierto,Spn
incipiente,Spn
incitar,Spn
inclinación,Spn
inclinado,Spn
inclinar,Spn
incluir,Spn
inclusive,Spn
incluso,Spn
incómodo,Spn
incomprensible,Spn
inconsciente,Spn
inconveniente,Spn
incorporación,Spn
incorporar,Spn
increíble,Spn
incrementar,Spn
incremento,Spn
incurrir,Spn
incursión,Spn
indagar,Spn
indefinido,Spn
independencia,Spn
independiente,Spn
independientemente,Spn
indicación,Spn
indicar,Spn
índice,Spn
indicio,Spn
indiferencia,Spn
indiferente,Spn
indígena,Spn
indignación,Spn
indio,Spn
indirecto,Spn
indiscutible,Spn
indispensable,Spn
individual,Spn
individuo,Spn
índole,Spn
inducir,Spn
indudable,Spn
indudablemente,Spn
industria,Spn
industrial,Spn
inédito,Spn
inesperado,Spn
inestable,Spn
inevitable,Spn
inevitablemente,Spn
inexistente,Spn
inexplicable,Spn
infancia,Spn
infantil,Spn
infección,Spn
infeliz,Spn
inferior,Spn
infierno,Spn
infinidad,Spn
infinito,Spn
influencia,Spn
influir,Spn
información,Spn
informar,Spn
informativo,Spn
informe,Spn
ingeniero,Spn
ingenio,Spn
ingenioso,Spn
ingenuo,Spn
inglés,Spn
ingrediente,Spn
ingresar,Spn
ingreso,Spn
inicial,Spn
inicialmente,Spn
iniciar,Spn
iniciativa,Spn
inicio,Spn
injusticia,Spn
injusto,Spn
inmediatamente,Spn
inmediato,Spn
inmenso,Spn
inmerso,Spn
inmigrante,Spn
inminente,Spn
inmóvil,Spn
innecesario,Spn
innovación,Spn
innumerable,Spn
inocencia,Spn
inocente,Spn
inolvidable,Spn
inquietante,Spn
inquietar,Spn
inquieto,Spn
inquietud,Spn
inscribir,Spn
inscripción,Spn
insecto,Spn
inseguridad,Spn
inseguro,Spn
inseparable,Spn
insertar,Spn
insignificante,Spn
insinuar,Spn
insistencia,Spn
insistir,Spn
insólito,Spn
insoportable,Spn
inspección,Spn
inspector,Spn
inspiración,Spn
inspirar,Spn
instalación,Spn
instalar,Spn
instancia,Spn
instante,Spn
instinto,Spn
institución,Spn
institucional,Spn
instituto,Spn
instrucción,Spn
instruir,Spn
instrumento,Spn
insuficiente,Spn
insultar,Spn
insulto,Spn
intacto,Spn
integración,Spn
integrante,Spn
integrar,Spn
integridad,Spn
íntegro,Spn
intelectual,Spn
inteligencia,Spn
inteligente,Spn
intención,Spn
intensamente,Spn
intensidad,Spn
intenso,Spn
intentar,Spn
intento,Spn
intercambiar,Spn
intercambio,Spn
interés,Spn
interesado,Spn
interesante,Spn
interesar,Spn
interior,Spn
interlocutor,Spn
intermedio,Spn
interminable,Spn
internacional,Spn
internar,Spn
interno,Spn
interponer,Spn
interpretación,Spn
interpretar,Spn
intérprete,Spn
interrogante,Spn
interrogar,Spn
interrumpir,Spn
interrupción,Spn
intervalo,Spn
intervención,Spn
intervenir,Spn
íntimamente,Spn
intimidad,Spn
íntimo,Spn
introducción,Spn
introducir,Spn
intuición,Spn
intuir,Spn
inundación,Spn
inundar,Spn
inútil,Spn
invadir,Spn
invasión,Spn
invención,Spn
inventar,Spn
invento,Spn
inversión,Spn
inverso,Spn
invertido,Spn
invertir,Spn
investigación,Spn
investigador,Spn
investigar,Spn
invierno,Spn
invisible,Spn
invitación,Spn
invitado,Spn
invitar,Spn
invocar,Spn
involuntario,Spn
inyección,Spn
ir,Spn
ira,Spn
ironía,Spn
irónico,Spn
irracional,Spn
irreal,Spn
irregular,Spn
irreversible,Spn
irritar,Spn
irrumpir,Spn
isla,Spn
italiano,Spn
izquierda,Spn
izquierdo,Spn
jamás,Spn
japonés,Spn
jardín,Spn
jaula,Spn
jefe,Spn
jerarquía,Spn
jinete,Spn
joder,Spn
jornada,Spn
joven,Spn
jovencito,Spn
joya,Spn
judicial,Spn
judío,Spn
juego,Spn
jueves,Spn
juez,Spn
jugada,Spn
jugador,Spn
jugar,Spn
jugo,Spn
juguete,Spn
juicio,Spn
julio,Spn
junio,Spn
junta,Spn
juntar,Spn
junto,Spn
jurar,Spn
jurídico,Spn
justamente,Spn
justicia,Spn
justificación,Spn
justificado,Spn
justificar,Spn
justo,Spn
juvenil,Spn
juventud,Spn
juzgar,Spn
kilo,Spn
kilómetro,Spn
la,Spn
laberinto,Spn
labio,Spn
labor,Spn
laboral,Spn
laboratorio,Spn
laborioso,Spn
lado,Spn
ladrillo,Spn
ladrón,Spn
lago,Spn
lágrima,Spn
laguna,Spn
lamentable,Spn
lamentablemente,Spn
lamentar,Spn
lámina,Spn
lámpara,Spn
lana,Spn
lanzar,Spn
lápiz,Spn
lapso,Spn
largamente,Spn
largar,Spn
largo,Spn
larguísimo,Spn
lástima,Spn
lata,Spn
latente,Spn
lateral,Spn
latín,Spn
latino,Spn
latinoamericano,Spn
latir,Spn
latitud,Spn
lavar,Spn
lazo,Spn
le,Spn
leal,Spn
lealtad,Spn
lección,Spn
leche,Spn
lecho,Spn
lector,Spn
lectura,Spn
leer,Spn
legal,Spn
legislación,Spn
legítimo,Spn
lejano,Spn
lejos,Spn
lema,Spn
leña,Spn
lengua,Spn
lenguaje,Spn
lentamente,Spn
lente,Spn
lentitud,Spn
lento,Spn
león,Spn
lesión,Spn
letra,Spn
levantar,Spn
leve,Spn
ley,Spn
leyenda,Spn
liberación,Spn
liberal,Spn
liberar,Spn
libertad,Spn
libra,Spn
librar,Spn
libre,Spn
libremente,Spn
librería,Spn
libro,Spn
licencia,Spn
líder,Spn
ligado,Spn
ligar,Spn
ligeramente,Spn
ligero,Spn
limitación,Spn
limitado,Spn
limitar,Spn
límite,Spn
limosna,Spn
limpiar,Spn
limpieza,Spn
limpio,Spn
lindo,Spn
línea,Spn
lingüístico,Spn
lío,Spn
liquidar,Spn
líquido,Spn
liso,Spn
lista,Spn
listo,Spn
literalmente,Spn
literario,Spn
literatura,Spn
litro,Spn
liviano,Spn
llama,Spn
llamada,Spn
llamado,Spn
llamar,Spn
llamativo,Spn
llano,Spn
llanto,Spn
llanura,Spn
llave,Spn
llegada,Spn
llegar,Spn
llenar,Spn
lleno,Spn
llevar,Spn
llorar,Spn
llover,Spn
lluvia,Spn
lo,Spn
lobo,Spn
local,Spn
localidad,Spn
localizar,Spn
loco,Spn
locura,Spn
lógica,Spn
lógicamente,Spn
lógico,Spn
lograr,Spn
logro,Spn
lomo,Spn
longitud,Spn
lucha,Spn
luchar,Spn
lucir,Spn
luego,Spn
lugar,Spn
lujo,Spn
lujoso,Spn
luminoso,Spn
luna,Spn
lunes,Spn
luz,Spn
macho,Spn
madera,Spn
madre,Spn
madrugada,Spn
madurar,Spn
madurez,Spn
maduro,Spn
maestra,Spn
maestro,Spn
magia,Spn
mágico,Spn
magnífico,Spn
magnitud,Spn
maíz,Spn
mal,Spn
maldad,Spn
maldición,Spn
maldito,Spn
malestar,Spn
maleta,Spn
maligno,Spn
malo,Spn
mamá,Spn
mañana,Spn
mancha,Spn
mandar,Spn
mandato,Spn
mando,Spn
manejar,Spn
manejo,Spn
manera,Spn
manga,Spn
mango,Spn
manía,Spn
manifestación,Spn
manifestar,Spn
manifiesto,Spn
maniobra,Spn
manipular,Spn
mano,Spn
manta,Spn
mantener,Spn
mantenimiento,Spn
manto,Spn
manual,Spn
manzana,Spn
mapa,Spn
máquina,Spn
maquinaria,Spn
mar,Spn
maravilla,Spn
maravilloso,Spn
marca,Spn
marcar,Spn
marcha,Spn
marchar,Spn
marco,Spn
marea,Spn
margen,Spn
marginal,Spn
marido,Spn
marinero,Spn
marino,Spn
mariposa,Spn
mármol,Spn
marrón,Spn
martes,Spn
martillo,Spn
marzo,Spn
mas,Spn
más,Spn
masa,Spn
máscara,Spn
masculino,Spn
masivo,Spn
matanza,Spn
matar,Spn
mate,Spn
matemática,Spn
matemático,Spn
materia,Spn
material,Spn
materno,Spn
matiz,Spn
matrimonial,Spn
matrimonio,Spn
máximo,Spn
mayo,Spn
mayor,Spn
mayoría,Spn
me,Spn
mecánica,Spn
mecánico,Spn
mecanismo,Spn
medalla,Spn
media,Spn
mediado,Spn
mediano,Spn
mediante,Spn
mediar,Spn
medicamento,Spn
medicina,Spn
médico,Spn
medida,Spn
medieval,Spn
medio,Spn
mediocre,Spn
mediodía,Spn
medir,Spn
meditar,Spn
mejilla,Spn
mejor,Spn
mejora,Spn
mejorar,Spn
melancólico,Spn
melodía,Spn
memoria,Spn
mención,Spn
mencionar,Spn
menor,Spn
menos,Spn
mensaje,Spn
mensual,Spn
mental,Spn
mentalidad,Spn
mentalmente,Spn
mente,Spn
mentir,Spn
mentira,Spn
menudo,Spn
mercado,Spn
mercancía,Spn
merced,Spn
merecer,Spn
mérito,Spn
mero,Spn
mes,Spn
mesa,Spn
meta,Spn
metáfora,Spn
metal,Spn
metálico,Spn
meter,Spn
método,Spn
metro,Spn
mexicano,Spn
mezcla,Spn
mezclado,Spn
mezclar,Spn
mi,Spn
mí,Spn
micrófono,Spn
miedo,Spn
miel,Spn
miembro,Spn
mientras,Spn
miércoles,Spn
mierda,Spn
mil,Spn
milagro,Spn
militar,Spn
millón,Spn
mina,Spn
mínimo,Spn
ministerio,Spn
ministro,Spn
minoría,Spn
minucioso,Spn
minúsculo,Spn
minuto,Spn
mío,Spn
mirada,Spn
mirar,Spn
misa,Spn
miserable,Spn
miseria,Spn
misión,Spn
mismísimo,Spn
mismo,Spn
misterio,Spn
misterioso,Spn
místico,Spn
mitad,Spn
mito,Spn
mixto,Spn
moda,Spn
modalidad,Spn
modelo,Spn
moderno,Spn
modesto,Spn
modificación,Spn
modificar,Spn
modo,Spn
mojado,Spn
mojar,Spn
molde,Spn
molestar,Spn
molestia,Spn
molesto,Spn
molino,Spn
momento,Spn
moneda,Spn
monja,Spn
mono,Spn
monótono,Spn
monstruo,Spn
monstruoso,Spn
montaña,Spn
montar,Spn
monte,Spn
montón,Spn
monumental,Spn
monumento,Spn
moral,Spn
morder,Spn
moreno,Spn
morir,Spn
mortal,Spn
mosaico,Spn
mosca,Spn
mostrar,Spn
motivación,Spn
motivar,Spn
motivo,Spn
motor,Spn
mover,Spn
móvil,Spn
movilizar,Spn
movimiento,Spn
mozo,Spn
muchacha,Spn
muchacho,Spn
muchísimo,Spn
mucho,Spn
mudar,Spn
mudo,Spn
mueble,Spn
muelle,Spn
muerte,Spn
muerto,Spn
muestra,Spn
mujer,Spn
múltiple,Spn
multiplicar,Spn
multitud,Spn
mundial,Spn
mundo,Spn
muñeca,Spn
municipal,Spn
muralla,Spn
muro,Spn
músculo,Spn
museo,Spn
música,Spn
musical,Spn
músico,Spn
muslo,Spn
mutuamente,Spn
mutuo,Spn
muy,Spn
nacer,Spn
nacimiento,Spn
nación,Spn
nacional,Spn
nacionalidad,Spn
nada,Spn
nadar,Spn
nadie,Spn
naranja,Spn
nariz,Spn
narración,Spn
narrar,Spn
nativo,Spn
natural,Spn
naturaleza,Spn
naturalidad,Spn
naturalmente,Spn
navaja,Spn
nave,Spn
navegación,Spn
navegar,Spn
necesariamente,Spn
necesario,Spn
necesidad,Spn
necesitado,Spn
necesitar,Spn
negar,Spn
negativa,Spn
negativo,Spn
negociación,Spn
negociar,Spn
negocio,Spn
negro,Spn
nervio,Spn
nervioso,Spn
neutro,Spn
ni,Spn
nido,Spn
niebla,Spn
nieto,Spn
nieve,Spn
niña,Spn
niñez,Spn
ninguno,Spn
niño,Spn
nítido,Spn
nivel,Spn
no,Spn
noble,Spn
nobleza,Spn
noche,Spn
noción,Spn
nocturno,Spn
nombrar,Spn
nombre,Spn
norma,Spn
normal,Spn
normalidad,Spn
normalmente,Spn
norte,Spn
norteamericano,Spn
nos,Spn
nosotros,Spn
nostalgia,Spn
nota,Spn
notable,Spn
notar,Spn
noticia,Spn
notorio,Spn
novedad,Spn
novela,Spn
novelista,Spn
noventa,Spn
novia,Spn
noviembre,Spn
novio,Spn
nube,Spn
núcleo,Spn
nudo,Spn
nuestro,Spn
nuevamente,Spn
nueve,Spn
nuevo,Spn
nulo,Spn
número,Spn
numeroso,Spn
nunca,Spn
o,Spn
obedecer,Spn
obediencia,Spn
obispo,Spn
objetivo,Spn
objeto,Spn
obligación,Spn
obligado,Spn
obligar,Spn
obligatorio,Spn
obra,Spn
obrar,Spn
